ModelGeneID,InfectedCandida48R1,InfectedCandida48R2
CAALFM_CR01650WA,0,0
CAALFM_CR01690CA,0,0
CAALFM_CR01760CA,84.3317901,87.2643867
CAALFM_CR01900CA,50.1089695,34.5676562
CAALFM_CR01980CA,307.0712813,30.2618604
CAALFM_CR02070CA,1428.291494,716.586487
CAALFM_CR02150WA,0,0
CAALFM_CR02170WA,152.4657059,42.0713669
CAALFM_CR02180WA,0,0
CAALFM_CR02360WA,196.7656689,417.6576377
CAALFM_CR02370WA,101.1503874,111.6456986
CAALFM_CR02400WA,0,0
CAALFM_CR02540WA,35.1580087,0
CAALFM_CR02580WA,0,0
CAALFM_CR02780WA,0,0
CAALFM_CR02820WA,222.855399,307.4734481
CAALFM_CR02920CA,0,0
CAALFM_CR02940CA,0,0
CAALFM_CR02990CA,36.4495274,0
CAALFM_CR03040CA,0,0
CAALFM_CR03110WA,24.5140939,33.8220793
CAALFM_CR03270WA,0,34.3610766
CAALFM_CR03400WA,0,0
CAALFM_CR03450WA,0,0
CAALFM_CR03720WA,810.3269924,319.4307489
CAALFM_CR03740CA,0,0
CAALFM_CR04080CA,83.4715808,166.3504345
CAALFM_CR04090CA,189.7465277,349.0575468
CAALFM_CR04230WA,102.8986657,0
CAALFM_CR04510WA,1714.217514,1298.140219
CAALFM_CR04530WA,81.0076969,149.0216884
CAALFM_CR04590CA,231.5219978,31.9430749
CAALFM_CR04610CA,0,0
CAALFM_CR04620CA,0,0
CAALFM_CR04660CA,353.8355061,251.9672858
CAALFM_CR04740CA,9.1190284,25.1630349
CAALFM_CR05020WA,0,65.0915488
CAALFM_CR05050WA,1036.277605,1037.722887
CAALFM_CR05090CA,0,0
CAALFM_CR05140WA,0,0
CAALFM_CR05170CA,394.8059331,45.3927906
CAALFM_CR05180CA,47.3567723,130.6762154
CAALFM_CR05220CA,9.8909714,0
CAALFM_CR05260CA,0,0
CAALFM_CR05440WA,218.0614166,300.8591937
CAALFM_CR05480WA,174.246521,120.2039055
CAALFM_CR05570CA,68.8615,0
CAALFM_CR05720WA,208.8048081,198.0604017
CAALFM_CR05790CA,0,43.5587385
CAALFM_CR06070WA,106.9869379,84.3484618
CAALFM_CR06150CA,77.6533409,249.9892817
CAALFM_CR06340CA,612.6298963,641.7601433
CAALFM_CR06660WA,0,0
CAALFM_CR06670WA,0,93.2392456
CAALFM_CR06700CA,48.085338,0
CAALFM_CR06760CA,0,0
CAALFM_CR06790CA,20.6647734,0
CAALFM_CR06860CA,119.068456,150.5887816
CAALFM_CR06870CA,0,0
CAALFM_CR07010WA,105.6151036,72.8585446
CAALFM_CR07050CA,50.7531308,7.7804513
CAALFM_CR07090WA,19.4536119,31.3134915
CAALFM_CR07150WA,0,0
CAALFM_CR07200WA,0,0
CAALFM_CR07270CA,22.0886712,0
CAALFM_CR07290WA,278.5140865,491.0061758
CAALFM_CR07300WA,0,0
CAALFM_CR07380CA,20.0999805,0
CAALFM_CR07400CA,546.3354461,315.5352519
CAALFM_CR07420WA,0,0
CAALFM_CR07490CA,0,0
CAALFM_CR07620WA,179.8875954,206.8256647
CAALFM_CR07710WA,120.7940858,83.3297606
CAALFM_CR07730WA,42.1658951,0
CAALFM_CR07770CA,57.613769,0
CAALFM_CR07790CA,1081.016246,886.2401979
CAALFM_CR07810WA,171.4763924,451.6639267
CAALFM_CR08160WA,43.0367913,89.0667492
CAALFM_CR08200CA,0,0
CAALFM_CR08210CA,273.184054,310.3980027
CAALFM_CR08300CA,27.0415023,24.872762
CAALFM_CR08340WA,62.5109394,43.1231511
CAALFM_CR08370WA,25.7246664,35.4923054
CAALFM_CR08380CA,0,0
CAALFM_CR08550WA,0,0
CAALFM_CR08610WA,141.002119,0
CAALFM_CR08640CA,85.0488972,0
CAALFM_CR08860WA,0,67.3799236
CAALFM_CR09020CA,43.3244135,68.3139027
CAALFM_CR09100CA,142.8821472,0
CAALFM_CR09110CA,0,120.6241989
CAALFM_CR09160CA,138.2985385,190.8104031
CAALFM_CR09220CA,14.6395643,0
CAALFM_CR09360WA,23.6336255,0
CAALFM_CR09390CA,0,0
CAALFM_CR09420CA,0,0
CAALFM_CR09670CA,61.6884271,0
CAALFM_CR09690CA,197.5069176,408.7502473
CAALFM_CR09700WA,10.5950745,0
CAALFM_CR09830WA,44.5710798,0
CAALFM_CR09910WA,0,0
CAALFM_CR09920WA,295.0691196,105.546174
CAALFM_CR10100CA,263.9617403,264.8638839
CAALFM_CR10160WA,53.8114256,111.365383
CAALFM_CR10250CA,513.9788352,709.1362624
CAALFM_CR10570CA,0,0
CAALFM_CR10580WA,117.9451687,0
CAALFM_CR10600CA,125.3801077,222.4116675
CAALFM_CR10790WA,175.1620019,181.2531745
CAALFM_CR10840CA,709.9580377,812.2920428
CAALFM_C400430WA,0,35.8612483
CAALFM_CR10770WA,0,32.918436
CAALFM_C604490WA,54.3573386,0
CAALFM_C602480WA,0,0
CAALFM_C703300CA,13.5598567,37.4170508
