Genes,Mouse_Infected48_R1,Mouse_Infected48_R2
18719,0.0592856,0.0578593
84095,1.7491344,1.6184358
224020,1.0272996,1.0595218
107650,1.9157413,1.9510048
74769,0.2347816,0.2412599
18708,1.530903,1.6840108
18707,0.2955986,0.267912
18710,0.173894,0.1767693
18709,5.8248205,5.4359852
18706,0.9104453,0.9593774
23900,0.4290402,0.4656163
30955,0.1516444,0.1385424
320207,0.3015204,0.2573267
320634,0.5803123,0.5997325
18795,0.1056707,0.1089028
234779,0.25384,0.2531363
269615,0.02822,0.0273896
72469,2.2111104,1.9520811
114875,0.0002203,0
18802,0.2218869,0.2113057
18796,0.1903247,0.1730557
18803,2.5541026,2.5409783
74055,0.0375813,0.0363295
18799,0.4583803,0.4571335
18798,0.0369448,0.038165
18797,5.2488263,5.0073146
227120,0.2743628,0.2546578
433022,0.1927095,0.216044
269437,0.0323309,0.0367009
18711,0.2707666,0.2926099
108083,0.9171487,0.8622318
117150,15.1171211,14.9485137
18718,0.0901129,0.0874181
53357,0.7897377,0.7775361
18780,0.0068498,0.0014213
66350,1.7150127,1.6724765
18784,0.839359,0.6647585
26971,0.0045934,0.0022239
211429,#N/A,#N/A
329502,0.0708493,0.0639657
18778,0.0171382,0.0126793
18782,0.109445,0.1069752
26565,0.0097182,0.0100045
26970,0.0568045,0.0637396
68603,1.6814769,1.8462601
271424,0.0210199,0.0155801
27399,2.3241613,2.3035924
76500,6.9444759,6.6118771
74776,1.1130638,1.1492424
50784,17.3025805,16.5143514
19012,0.3194459,0.2995217
67916,1.0921386,1.0990604
19044,8.229194,7.8028725
13861,0.0033893,0.0034186
11758,14.1072266,13.6823045
17523,0.0046624,0.0046602
19125,5.6619685,5.8906405
24059,0.5152633,0.507934
320951,1.2518947,1.2396708
19210,0.8476152,0.8191807
27388,1.7948953,1.7519308
171210,10.7229925,10.2083186
170789,3.4370331,3.2035821
171282,4.6621453,5.3390945
19286,5.8145367,5.90243
20229,114.871519,117.7111554
69215,3.5681975,3.7326825
216134,6.2506354,5.8016865
22271,0.8407937,0.7735371
76654,0.0408993,0.0432169
14863,4.8137988,4.7946557
71336,0.2829417,0.284793
19682,4.4363684,4.3293317
54150,0.1819766,0.2183658
216453,0.3438461,0.4506126
103142,0.0966353,0.116102
19683,1.3041389,1.6174805
216454,7.8137803,10.2502625
107605,0.1225241,0.1578187
98711,5.0180905,4.7764067
108841,1.2866519,1.3767283
77974,0.2548425,0.1966308
17252,1.6993313,1.773203
242285,0,0
105014,4.0795162,4.0082416
235033,0.0008508,0.0004119
69698,1.784188,1.7411159
225994,3.1953959,3.1537892
20443,0.2839512,0.2631114
20442,3.273519,2.8184012
20444,0.5620151,0.5465997
338362,0.0057531,0.0051437
23908,0.1744688,0.1766855
15931,1.7305241,1.7908192
15476,0.012973,0.014033
628779,0.0008496,0.0007962
319415,0.0008555,0.0008861
195646,0.0000446,0.0001729
15478,0.0077266,0.0082208
54710,0.1171779,0.117872
328779,0.7835255,0.6689883
72136,2.4061017,1.9325839
58250,0.3811808,0.3862226
71797,0.1810748,0.1614651
59031,0.2168343,0.2038609
11881,0.3203551,0.3491481
56773,0.0015469,0.0027711
54371,0.7833006,0.688816
26887,0.0034936,0.0027678
76969,0.4959972,0.4035433
53374,0.2980553,0.285345
60322,0.3159686,0.3298064
50787,0.019531,0.0178007
50785,4.3539832,4.3357904
50786,0.0048716,0.0049581
75612,7.6605716,7.6643051
30956,5.1602711,5.3530735
69156,9.0501935,8.5537473
140483,0.117732,0.124894
192166,1.7524097,1.8646068
81535,2.880488,3.0675092
20322,1.5853474,1.8194475
20280,1.4543099,1.5978622
20540,2.6227963,2.7947261
268656,1.3704975,1.355176
20773,3.8705169,4.1411354
228677,0.0051679,0.0045542
13885,8.0380096,8.1389698
20397,2.2528125,2.2034861
20454,0.0719989,0.056172
56632,7.908411,7.4438642
20698,7.4306764,6.6153662
76668,0.0099826,0.0107179
58994,0.0171241,0.0115773
238011,0,0
77626,1.387595,1.4033674
20597,22.8856212,22.5015615
20598,11.0362743,10.102803
208449,0.3996567,0.4032782
208890,0.0107549,0.0145637
320718,0.0467153,0.0439141
224661,0.017446,0.0183738
268512,0.5685871,0.578563
243755,0.0240489,0.0291377
20652,0.8827986,0.8836203
20657,22.9993556,23.2257046
20656,22.0356894,22.3348666
20655,20.765,22.676276
20751,29.789352,29.2377537
20603,0.1877448,0.1870699
20810,8.6943466,7.9509908
20775,3.9720158,4.2564622
14137,0.9612691,1.0052281
78925,0.3191331,0.2882545
94224,0.1216666,0.0918559
11298,0.0640185,0.0521718
15567,0.2014272,0.18929
20441,0.3738837,0.3652834
54613,0.5197723,0.5237043
20446,9.6375674,9.7097197
20447,0.0035868,0.0041228
50935,0.3381668,0.3069576
26938,0.0079903,0.0078707
20449,0.3537142,0.4094446
225742,0.0006321,0.000544
20905,#N/A,#N/A
66945,13.5365526,14.1938734
66925,21.2234421,21.7632554
66052,9.9462267,9.9533223
67680,9.5569187,10.030447
211389,9.1841285,9.0467503
21366,5.4688837,5.5183881
13180,14.0136219,14.6901037
18115,1.6336054,1.7564622
105663,7.0531748,7.051481
20502,1.808223,1.7319886
72962,5.4618862,5.3918739
192289,#N/A,#N/A
50493,6.3667304,6.3474423
212974,8.3827452,8.2907557
58866,3.3868156,3.4059199
21990,0.0043605,0.0031046
216343,0.000827,0.0006822
56720,0.0373685,0.0385511
209176,0.087473,0.1015264
55961,13.5334626,14.6458724
21391,0.0564535,0.0590156
21823,0.0020803,0.0027132
22178,0,0
50798,0.5015363,0.5036479
66248,2.6060838,2.5319679
22232,3.0303592,2.9075757
22235,3.6999722,3.8823206
242585,1.2732043,1.3497929
67883,0.462936,0.5120409
18606,1.3733895,1.3683749
58246,4.1860121,4.1988276
16770,0.0028534,0.0034537
22234,0.5984933,0.6317682
70484,0.9272635,0.9930868
394434,2.0272898,2.1049575
394430,1.8595528,1.9332601
94284,1.7854725,1.8173658
394432,2.4019971,2.4931205
394435,1.7989115,1.8309517
394433,3.8669784,3.9311949
22236,11.10619,11.2878463
394436,28.8181506,29.2643547
243085,0.0003013,0.0005835
231396,0.0002447,0.0004147
22238,3.0827759,3.2872436
112417,7.4028223,8.257671
100559,19.2738265,20.3852512
71773,0.0009881,0.0015947
100727,0.2908253,0.3356299
68556,5.2358811,5.0952478
22436,1.3560869,1.2858647
102448,2.8383762,3.0468364
233781,0.0173341,0.0182094
217119,1.903993,1.8999735
67880,18.6619409,20.178311
76429,0.0797777,0.0747121
67895,2.0747523,2.0767236
76055,4.0152145,4.0097826
12870,15.4009288,14.1718208
14325,566.8445402,519.0996003
14319,2645.573506,2403.028441
67634,0,0
109754,10.610959,9.8319887
72017,4.821975,4.8859036
320635,0.01582,0.0232247
26462,0.6888503,0.6990705
71743,36.0046031,35.5545612
76952,0.5403866,0.5543108
230718,0.1684213,0.1584897
107569,0.9380368,1.0006793
70881,0.010243,0.0111679
15452,2.3513174,2.3174381
11821,37.8810727,36.3245059
52633,3.8219908,3.9977997
18770,13.3822485,12.2487202
207182,0.2895507,0.3090826
71522,4.8379869,5.3431065
18641,4.9809512,4.4897511
107869,1.6137486,1.8419898
14555,18.3758462,19.975794
69080,5.8454278,5.5371722
331026,8.0795602,7.4224307
12411,3.3503874,3.6367062
11647,0.9806957,1.1113476
19895,0.5457582,0.6072404
66355,3.1596151,2.8977936
105446,3.7811631,3.6826009
107239,0.2948663,0.2825488
229363,0.8113124,0.8312168
70025,0.2528885,0.2425318
19063,3.4303519,3.520202
171281,1.1206553,1.1206267
54397,5.2919817,5.2002437
111175,3.5203145,4.1090778
26922,1.8543452,1.8552473
11370,58.2591948,56.7161115
11363,9.8455287,9.8507955
235582,16.2780513,16.1069896
320208,0.0735179,0.0738044
223646,14.0957762,13.6614754
67375,5.9463054,5.5320046
382985,2.6671068,2.6357105
20133,0.7087686,0.7102363
20135,1.5920433,1.5378334
15357,1.3703947,1.4238209
666417,#N/A,#N/A
107885,0.7058324,0.6723719
100039707,0.6469822,0.6276857
211488,6.048595,5.8309302
211347,2.2068818,2.5315823
74450,1.4838693,1.4669675
75735,2.3605894,2.5837851
269614,1.9622933,1.8928617
67993,2.4063206,2.5853485
22117,7.8934035,8.1186635
227095,0.3390932,0.3503963
69051,7.0908532,6.4346327
22275,12.784528,12.1799516
13121,1.5070306,2.0694009
433323,0.2344022,0.2486969
20524,2.3617148,2.4703022
229782,1.3799877,1.4977763
27409,0.0011836,0.0021011
67470,0.0012203,0.0028228
237831,0.0402978,0.0439604
223920,0.18798,0.172274
16889,2.8185434,3.1653216
76459,2.0201488,2.2106476
12349,18.244161,17.8879648
230099,0.2979637,0.2871184
23831,1.4266839,1.6099897
12353,0.0042103,0.0025343
12346,0.0015461,0.0019462
12351,2.9301103,3.2507799
12354,0.1341422,0.1331167
12319,0.0082933,0.010273
71934,1.2349061,1.2073994
27416,0.790193,0.771978
18173,3.529819,3.0916415
20504,12.3000272,13.5555044
22782,11.6601653,12.4638271
224674,0.210396,0.208755
11666,0.731463,0.686341
19299,3.6516929,3.7894403
217700,0.8339884,0.8957533
67115,23.8009717,21.7640195
94352,0.2053363,0.1932563
72562,0.467016,0.4532634
29859,0.0481238,0.0473429
67328,0.0001987,0.0002886
76113,0.0024594,0.0020927
71147,1.782675,1.8906723
234129,0.017334,0.0204247
12799,5.0661239,4.7504382
107146,8.8857119,9.2102211
13120,18.7302291,22.4167613
13088,0.022469,0.0178949
13110,1.2074621,1.1934427
81906,0.0014569,0.0032728
74134,1.1115793,1.2013364
631304,0.0010373,0.0010044
17228,0.0218321,0.02114
109697,0.0005302,0.0005134
232680,0.0017791,0.0017916
329093,0.000202,0.0002475
74649,0,0
17229,0.0558914,0.0398238
100503895,0.1054326,0.0864364
11421,4.193598,4.3991798
16591,2.7940216,3.4682851
56386,0.4904518,0.4893001
22239,0.7774012,0.8932287
18746,10.537955,10.0936271
18704,0.7150058,0.7571631
240752,0.0426834,0.0403289
18705,0.0027133,0.0028648
26378,2.5994603,2.4609998
67460,3.940649,3.8442992
109857,0.4014547,0.349774
28200,9.0019409,9.0589021
320997,0.0036631,0.004598
13850,3.921956,3.9427898
74302,0.6567395,0.6574263
77116,0.7037363,0.7391292
14780,0,0.0005006
104245,0.0004853,0.0004993
218756,0.2438574,0.2464958
233836,0.1862948,0.1965501
20515,16.5499329,17.6451342
20516,0.9331373,0.9226926
142681,0.7262794,1.0036609
240332,0.007359,0.0110658
15487,0.0008956,0.0006121
13167,87.9500933,79.0286067
26874,0.1114005,0.1075941
225579,0.004699,0.0048571
94180,0.0457106,0.036843
102680,0.9772133,0.9974398
56643,0.0071407,0.0085737
52466,3.3963297,3.4773424
12751,28.2520935,29.8794754
14080,0.0203778,0.0163926
66988,20.8365563,22.0192913
102570,1.0061629,1.2398502
18624,1.5073097,1.4633288
18174,2.7710787,2.7510898
53945,5.024336,5.4045587
11648,0,0
17769,2.5013415,2.4493986
66194,5.652324,5.6541718
66171,6.3822979,5.7445585
226844,1.1043835,1.1560076
66646,1.6943713,1.7565583
108114,4.6605391,5.2483374
18399,18.0522772,22.9291415
19879,1.420133,2.0364146
22598,50.0173901,49.3567848
234967,0.3753441,0.3941309
12638,0.1993406,0.2149198
243328,0.0099084,0.0095942
27404,0.0875611,0.0910307
26357,1.6859025,1.7561667
11828,6.0926696,6.1412805
11832,1.1006817,1.1389841
27410,9.0973115,9.093013
11304,0.0575456,0.0709138
109342,2.4870972,2.4917871
230612,0.255892,0.2706906
246787,13.8835637,14.9551593
241612,0.9410947,1.0872062
52710,23.5045421,21.5435254
16523,0.6549637,0.6482118
20927,0.0084365,0.0080646
20928,0.0334934,0.0327901
16514,0.2389063,0.3174099
19662,0.4137809,0.5014638
20897,0.1694866,0.1389999
19659,1.0956983,0.8185432
19660,0.0004235,0.000164
20778,0.7107634,0.6135247
237636,0.0111566,0.0070095
15446,0.1207129,0.1306409
74442,3.7223869,4.0962833
74182,0.5402246,0.5767912
64602,1.9858381,2.0309705
78801,0.0365634,0.0351567
11636,0.5504889,0.5239678
11566,3.0215359,3.1622293
11565,0.5659302,0.54488
114863,16.6645078,15.6881542
11846,2.4778748,2.052868
12892,6.5524996,6.8184997
51797,3.9597071,3.9552157
55936,0.9635389,1.0252806
14923,7.1109783,6.4006038
110391,4.9513032,5.2460937
14593,1.179607,1.2225842
433182,209.9750021,194.5015521
13806,12.5052605,11.6918072
13808,1.2964968,1.2444071
13807,0.9571482,0.9210659
15203,0.7129211,0.7081856
319945,3.3698193,3.288542
216558,1.9403093,2.1826723
14433,27.3351846,27.644957
100042025,0.0198371,0.053783
14447,1.0157659,1.002223
14583,1.4428251,1.4825651
14584,0.1036545,0.090037
14645,27.7511675,27.7926687
266744,0.000173,0.0006701
13479,0.5999989,0.7675473
218138,0.0489852,0.0467789
14528,0.3948102,0.3722115
12350,20.0653175,23.4312975
11826,23.1344061,25.0629768
11829,1.1476027,1.3867644
17339,0.0079078,0.0079212
11827,48.099542,44.79851
11830,0.0286486,0.019022
15288,4.6436401,4.5074426
12035,1.0296255,1.1560702
23917,0.9625785,0.9112671
23918,1.3943366,1.3033049
12215,47.8516363,46.9839468
110119,4.2915248,4.2734103
665563,0.1561975,0.1562675
192185,8.750125,8.3516435
110895,0.0584227,0.0624119
277973,0.1965782,0.1819562
14751,6.1123087,6.083315
18655,5.6836553,5.357211
338366,1.9015883,1.9292443
18663,0,0
72157,1.3437997,1.2913324
66681,0.7708518,0.7626275
29858,2.2395008,2.1367052
54128,2.0182697,2.0309527
17025,13.7657215,13.3749688
66812,0.8457184,0.7593018
106564,6.1381906,6.0040139
56189,0.891367,1.0453496
246049,0.5695275,0.5961786
75456,0.0058328,0.0028239
19139,1.6226945,1.7001909
110639,0.8498871,0.9026317
107272,2.7986592,2.5013982
100678,0.7410828,0.7475495
54391,20.4535898,20.3302669
21351,22.8730841,20.9711188
208967,0.7906054,0.8137919
21881,6.0501231,5.9118823
74419,0.0015981,0
83553,0.0050064,0.0039388
29807,0.0943661,0.100896
21991,157.682897,159.989867
74246,5.0225331,4.6304932
107652,5.6332727,5.3442264
227620,17.9741655,20.032206
22276,1.2347839,1.2497278
108052,0.0791984,0.074473
27411,2.5187544,2.6360502
104816,3.14689,2.8239748
107476,0.0884492,0.1047232
78914,1.0044852,1.0188145
11534,0.136619,0.143463
69519,0.2749849,0.2962226
75572,0.0661486,0.0739724
66204,0.7259214,0.7183496
245847,10.4583141,9.8646923
108147,2.117883,2.1113726
109900,8.394315,8.3960878
69634,0.145509,0.1542304
67980,0.8896256,0.9260709
26384,5.5738198,5.6013896
14635,10.8091624,10.4409604
69976,0.4153936,0.4183175
14430,7.1828574,7.0702428
231327,0.8066941,0.8626984
68977,8.5286724,8.1644163
15109,0.2424961,0.2202396
71761,0.0044889,0.0032127
109801,5.7559206,5.753418
55980,3.8296407,3.711937
114663,0.6061178,0.6040546
53332,0.4658565,0.5074271
14913,0.1595483,0.1510864
18263,11.3882895,11.9493353
56421,2.2922853,2.2579314
18642,0.7655301,0.7907767
319848,0.3937834,0.376915
105355,11.1282336,12.6479158
218103,0.0251721,0.0202973
20505,20.6289575,27.8945104
20531,4.8925147,4.4296201
237823,1.0917016,1.1090017
257635,0.6954961,0.6553253
22171,0.7468969,0.7226051
243537,0.7333688,0.6943754
19703,9.3539291,9.3797896
320685,0.0590421,0.059822
116914,1.1882618,1.28808
269378,2.7644649,2.6784892
229709,4.4999622,4.6817683
55951,3.2638707,3.5380799
70456,6.0308926,6.182393
54670,0.1942229,0.1911249
54667,0.6396309,0.6160708
50770,15.7924407,17.1253638
320940,0.0545978,0.059461
18669,0.5222854,0.5157724
66834,2.8772442,3.2210725
22227,0.0972468,0.1857987
329910,0.3391515,0.3774693
74104,4.8506743,4.6950823
56315,2.3286145,2.4143431
12491,2.9278388,3.053467
19765,2.6942169,2.5847969
18104,2.1599835,2.2392475
68312,0.6889704,0.719199
171168,0.0003983,0.0002204
66190,0.2238865,0.2351688
230379,0.3524857,0.3339228
19156,81.6963708,81.4682187
14667,6.9318106,7.2929784
230101,1.7999066,1.8160102
23956,0.1143466,0.1185598
50877,0.1426908,0.1265527
20452,0.0277083,0.0297321
16890,3.2114357,3.1767337
16891,0.066606,0.0694556
67758,2.2508899,2.7030947
269060,0.1705731,0.1708555
231871,0.4421298,0.4291799
18947,0.0005489,0.0003543
69060,0,0
66853,30.8318676,29.6234667
67717,0.0102195,0
18946,0.0026652,0.0007226
14077,1.2789502,1.3463526
14079,0.0044084,0.0028458
12140,0.7096749,0.7265075
16592,1.0863243,1.0355658
16204,0.00801,0.0051707
11770,62.5499357,60.0418763
75497,0.0035746,0.0035997
21884,0,0.0008772
20216,3.9944491,4.4916111
233799,20.1719715,22.6693983
272428,1.7103308,2.0238648
233801,0.0009958,0.0002571
67469,1.8513744,1.8905041
218121,0.1729952,0.1777452
225010,0.3205162,0.3441725
64898,1.0141309,1.007033
235044,0.5389767,0.4994249
229791,0.0555172,0.0616583
216152,8.8896177,8.6870195
64899,1.4359556,1.3548118
14245,0.4507624,0.4734771
71910,5.4569427,4.9473089
381925,0.0006555,0.0007053
28042,0.8159238,0.8541522
18807,3.5355324,3.355346
104759,2.261289,2.2367501
194908,0.1156015,0.0934209
12038,0.0182433,0.0209676
69923,0.1566318,0.1556057
67260,0.300501,0.3014337
71949,1.6822437,1.6601222
76893,25.8591001,25.8657165
545975,0.0066033,0.008263
241447,0.2454542,0.2517307
93898,#N/A,#N/A
54447,0.3212291,0.3428382
76485,2.6402716,2.7140632
68273,2.3312224,2.2917108
66435,0.0484547,0.0568071
67909,0.000839,0.0005281
74782,0.0064008,0.0050211
56375,0.20766,0.21427
654821,0.0735578,0.0813194
16430,2.7695396,2.7407209
320011,0.6530396,0.6565139
330406,0.5951033,0.6803935
108155,4.4278595,4.6047122
26878,0.3841188,0.4702301
97884,0.7943296,0.8251889
224143,1.1721881,1.1923634
68292,1.4710061,1.4710169
14422,0.0059914,0.0066716
268510,0.0012204,0.0013671
26877,0.0011443,0.0010996
171167,0.0280715,0.0295987
14347,0.0833515,0.0781711
330671,0.0642941,0.0672015
381694,0.1196908,0.1209639
208211,4.9067588,4.7471555
14345,0.9733915,0.8925866
73068,2.2417476,2.309742
71103,0.0014078,0.0008609
67555,0.0002888,0.0001864
97440,1.7847025,1.7657472
56356,2.681278,2.6359705
238023,1.6692512,1.6519153
74577,6.3462343,6.6846869
20448,0.4077092,0.3676225
241159,0,0
14344,1.761825,1.2392904
71519,0.1984001,0.209699
69590,3.2010567,3.2905827
71854,0.0894726,0.0695229
319446,0.7290628,0.6471327
56351,2.8530066,2.7527443
67053,2.0248152,2.0937917
224024,1.2794763,1.2132566
105349,1.6893453,2.1712594
676527,0.0397038,0.046238
98386,0.7918451,0.8114167
17919,0.462286,0.4896683
110611,5.0977421,5.1349723
18145,0.794132,0.7614585
102294,0.2829572,0.2843149
57357,1.7022261,1.6317969
27400,0.0033462,0.0021061
56348,0.9054217,0.9088062
114664,2.9503762,2.8910388
54325,20.4369612,20.0850679
12686,0.0235942,0.0589848
74559,1.1701625,1.1812406
57874,2.0096698,2.0264022
67044,85.7291818,81.0327655
30963,0.145512,0.1516682
66775,0.3449356,0.342924
70757,0.6078059,0.6422013
106529,3.3643692,3.2693424
243078,0,0.0000205
328035,0.6496553,0.7017249
60527,10.5556572,9.9368194
66411,6.031679,5.5345107
214663,0.378881,0.3528443
14187,2.6209409,2.4071993
215015,1.6704035,1.694777
238024,1.3122605,1.2981025
74035,1.6098143,1.5877379
63828,0.3685476,0.3585856
75578,0.0904803,0.0986553
100503991,0.5528546,0.5320107
235534,0.124583,0.1337642
101744,0.0002062,0
331487,0.2840173,0.3035315
319518,0.8431443,0.9668009
18452,1.4471129,1.3839972
18451,0.9971389,1.0042363
320452,0.0068165,0.0050311
67870,0.336289,0.3308926
104923,5.0372964,4.9314437
100328588,#N/A,#N/A
14204,1.7964809,1.7262967
67712,1.6519623,1.622061
246696,5.1980991,5.0806692
54384,0.0848288,0.078502
75454,17.1369998,16.5717586
219135,1.3257071,1.3680675
209039,4.0562097,3.8596426
103466,0.3362005,0.3452015
103199,0.2422194,0.250801
75769,0.0006558,0.0009663
329506,0.2020425,0.2287546
237523,0.0004341,0.0004826
72102,7.0153349,7.1954791
218232,0.5018573,0.5320851
227721,0.1307221,0.1055333
97287,0.9377607,0.9397335
66865,13.2111546,13.3932774
101490,0.7473064,0.7623993
74411,10.1690293,10.6757498
83493,1.2994643,1.3912377
67881,14.6493231,13.7686139
17330,1.657411,1.6336478
217837,0.2050767,0.2034004
227733,0.0025384,0.0050914
22262,0.0272866,0.024675
241452,0.0646601,0.0578294
20148,1.2097043,1.2901356
791260,1.2196694,1.1661896
107585,0.1685468,0.1461061
13371,0.0222949,0.0381768
13370,0.4336463,0.3684664
56362,0.1374507,0.130618
69083,3.6780128,3.9776651
52064,2.3056836,2.3002276
69188,0.9568654,0.9951566
231051,0.2302962,0.2483364
233904,3.2587104,3.1608531
20937,1.1247946,1.1597184
208266,2.382288,2.316877
75410,4.4388996,4.4510283
107823,0.6497866,0.6747901
225888,1.1394401,1.1737309
192195,0.6326786,0.6689966
214162,1.1398018,1.2447896
232811,7.6801007,7.5140193
239122,0.1471872,0.1590783
208043,1.5136228,1.5492609
84505,1.3404187,1.3715652
73251,1.1770481,1.1487024
234135,0.6922191,0.7211713
64707,0.3770325,0.3891341
18193,0.9792316,1.0123002
381022,3.6490805,3.6448697
74729,0.6183678,0.6137859
77683,0.3179258,0.3228592
235626,0.6256418,0.6618083
67956,4.4982818,4.2614261
69726,0.0179714,0.0183074
110147,10.3042077,9.9680328
69019,42.3658398,43.4169916
66624,2.5823204,2.5080806
76687,10.2701548,9.5749873
56529,2.1068049,1.998085
66286,1.5448564,1.5822433
57170,1.8450539,1.828501
107895,0.1024562,0.1123061
67569,0.000716,0.0007822
69675,0.6083502,0.5281767
227399,0.4828066,0.5015469
327655,3.0591442,2.9331708
225913,12.457098,12.7567464
70974,0.1337613,0.1310533
67935,0.0000893,0.0002161
13909,0.0009606,0.0015502
382053,0.0066393,0.0061074
104158,0.9989253,1.3679854
109791,0.0140181,0.0166586
67473,8.2017251,8.9862663
380701,0.019719,0.0203566
75750,0.0394032,0.0296976
20521,68.9595472,73.6695045
235386,1.775583,2.0487215
66065,0.2087918,0.2237641
71412,0.0004193,0.0007308
53415,1.227051,1.2895211
234309,1.0433263,1.0139578
13016,6.346755,6.0344059
69772,3.4157709,3.6216396
70061,0.0141474,0.012865
436008,#N/A,#N/A
74032,0.612954,0.6208624
80707,0.0226284,0.0231119
67861,1.9994674,2.069523
320981,0.4136177,0.4529028
72947,10.254683,9.7656186
76768,0,0.0004376
11650,0.001006,0
330962,1.1346957,1.2493874
106407,4.6203527,4.4792423
94215,#N/A,#N/A
72094,0.0678425,0.053431
269823,0.3112356,0.3185545
22273,24.7530298,24.7381365
66576,33.3542344,32.4558445
17711,6144.617584,6541.311578
66152,67.8779687,66.3032699
66594,10.6787484,11.2347852
67003,10.4675055,11.1203041
66694,42.5193619,44.4190839
66445,121.6675203,121.0802105
22272,66.6064326,62.8370366
67530,2.4511136,2.6132684
20523,0.1658115,0.1601493
22229,0.1626498,0.1619532
22228,53.6855654,44.8376055
74011,0.2327551,0.2336679
66218,32.4437259,32.258468
226646,19.2660715,18.6682943
227197,4.2087716,4.6761181
67130,23.588354,23.6914953
66414,0.3882495,0.4175412
66495,7.2805146,7.2565279
68194,3.9159672,3.6802818
100041273,300.4152238,291.8098742
100042503,#N/A,#N/A
407785,5.8360435,5.7130139
68197,8.7434157,8.5224648
66091,25.0084561,23.0715684
54405,19.8835735,20.3063145
75406,13.5374664,13.0303929
225887,22.8697013,22.5854348
230075,9.6867873,9.2760861
66377,4.9562479,5.267442
67273,3.6728236,3.7614536
595136,3.0524266,2.9140149
68342,31.5504885,30.9950806
17718,1804.054722,1939.847216
80286,#N/A,#N/A
68349,4.9848728,5.098141
17722,3116.980577,3470.571903
17720,4441.586519,5085.285752
102631912,#N/A,#N/A
66416,5.8866049,5.483448
17995,45.9323571,45.0642059
68202,6.9227215,6.7262131
17719,4316.732257,4861.815194
17992,38.9407122,39.6946686
67184,16.3761609,16.4521824
67264,32.4170698,29.5761189
66108,3.9774829,4.0953626
69875,9.2020612,9.0513977
66046,5.8566882,6.1035002
17993,0.7770377,0.7559435
66916,16.59202,15.3730274
17717,2789.542803,3133.748366
17991,57.7342451,53.8628378
68375,6.9888275,7.0088431
68198,7.3969783,7.2739932
17716,5141.191561,5488.990863
78330,5.2575613,4.9760185
70316,2.1281334,2.2388749
72900,4.596783,4.7491905
17721,2501.114389,2841.528957
104130,35.3478299,36.4169583
12868,130.7920885,126.3083139
12866,29.9159183,30.1795782
12859,10.1257663,11.96477
12857,83.2133329,83.4296363
75483,0,0
20463,8.0025948,7.9270596
12867,11.3722429,10.9422463
17708,15586.26197,16340.84035
66142,14.9193919,15.6281904
12862,0.1890041,0.1321756
12864,12.7253266,12.7826591
17709,10908.24903,11527.95372
12858,14.1292102,14.2779273
333182,2.5810591,2.8812149
17710,9112.748906,9585.967406
78174,0,0.0001048
12865,1.9221713,1.9571843
110323,22.3385051,21.8036092
84682,0.0895245,0.0868316
12861,99.447894,98.750972
268756,0.0166387,0.0158298
58865,0.0043782,0.00358
11950,9.8542669,10.4619625
11951,4.2864623,4.2805985
11957,19.2052056,18.908036
11958,55.8324447,53.5466315
18195,0.4107118,0.4090222
27425,2.2800868,2.2393868
57423,15.4200744,15.5223058
71679,3.1464961,3.2940604
228033,143.7556143,147.1829309
67942,5.1444972,4.7089205
11946,125.1389833,131.6000547
11947,252.2419942,263.5920153
11949,9.9233778,10.6669891
66043,41.5686627,40.0056784
67126,51.1716011,48.2665811
68055,0.5327004,0.5711588
28080,0.6786879,0.7016517
26464,0.0129407,0.0172508
22361,4.3316127,3.8617708
225326,0.343127,0.3526761
67292,0.356597,0.3223582
56176,1.1387581,1.1354903
110417,2.1109372,2.153775
18700,1.1928946,1.2413096
14755,8.3249978,8.2118323
140494,4.1375902,4.1137208
114143,77.1375799,75.2093396
11984,52.5519317,51.764913
11974,5.606736,5.4469086
242341,0.4041084,0.4757897
11972,2.2967824,2.276517
11975,1.4511896,1.4727752
27060,5.7563,5.274345
21871,0.6458993,0.6641023
73834,3.4082211,3.3750391
66144,37.4642451,37.6538277
11973,4.9551281,5.0772237
68775,0.602163,0.6472548
11964,4.3308205,4.7232596
108664,1.1641479,1.2149719
66290,10.685869,10.6872299
11966,11.9133638,11.8387447
338375,2.185334,2.3432238
110935,3.2896242,3.4499588
74915,0,0
66237,1.9855724,1.7805531
66335,3.6219331,3.6670972
